,WKN,Basiswert,Untere Barriere,Obere Barriere,Bewertungstag,Geld Kurs,Brief Kurs,Spread,Merkmale,Ausübungsart,Emittent,Info
682,SV6VK6,Netflix,"260,000 USD","540,000 USD",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
683,SV7ALK,Netflix,"280,000 USD","520,000 USD",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
684,SV7ALP,Netflix,"320,000 USD","580,000 USD",15.09.2023,"9,830 EUR","9,980 EUR","1,503 %",,Europäisch,Société Générale,
685,SV7ALN,Netflix,"320,000 USD","560,000 USD",15.09.2023,"9,840 EUR","9,990 EUR","1,502 %",,Europäisch,Société Générale,
686,SV7ALG,Netflix,"240,000 USD","520,000 USD",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
687,SV7ALA,Microsoft,"240,000 USD","380,000 USD",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
688,SV7ALL,Netflix,"280,000 USD","580,000 USD",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
689,SV7ALM,Netflix,"300,000 USD","540,000 USD",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
690,SV7ZDE,Ölpreis WTI,"40,000 USD","100,000 USD",14.12.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
691,SV7ZDH,Ölpreis WTI,"45,000 USD","100,000 USD",14.12.2023,"9,790 EUR","9,940 EUR","1,509 %",,Europäisch,Société Générale,
692,SV7ZDX,Ölpreis Brent,"40,000 USD","110,000 USD",26.01.2024,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
693,SV7ZD3,Ölpreis Brent,"50,000 USD","110,000 USD",26.01.2024,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
694,SV7ZD0,Ölpreis Brent,"45,000 USD","110,000 USD",26.01.2024,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
695,SV7ZDB,Ölpreis WTI,"35,000 USD","100,000 USD",14.12.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
696,SV7ZDV,Ölpreis Brent,"35,000 USD","110,000 USD",26.01.2024,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
697,SV73JB,Ölpreis Brent,"40,000 USD","105,000 USD",26.01.2024,"9,780 EUR","9,930 EUR","1,511 %",,Europäisch,Société Générale,
698,SV73H6,Ölpreis Brent,"35,000 USD","105,000 USD",26.01.2024,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
699,SV9DSL,Ölpreis Brent,"45,000 USD","115,000 USD",26.01.2024,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
700,SV9DSJ,Ölpreis Brent,"35,000 USD","115,000 USD",26.01.2024,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
701,SV9DSN,Ölpreis Brent,"55,000 USD","115,000 USD",26.01.2024,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
702,SV9DSK,Ölpreis Brent,"40,000 USD","115,000 USD",26.01.2024,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
703,SV9DSM,Ölpreis Brent,"50,000 USD","115,000 USD",26.01.2024,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
704,SV9DSU,Ölpreis WTI,"45,000 USD","105,000 USD",14.12.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
705,SV9DST,Ölpreis WTI,"40,000 USD","105,000 USD",14.12.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
706,SV9DSV,Ölpreis WTI,"50,000 USD","105,000 USD",14.12.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
707,SV9DSS,Ölpreis WTI,"35,000 USD","105,000 USD",14.12.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
708,SV9R19,Ölpreis WTI,"50,000 USD","110,000 USD",14.12.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
709,SV9R1G,Ölpreis Brent,"45,000 USD","120,000 USD",26.01.2024,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
710,SV9R1L,Ölpreis Brent,"55,000 USD","120,000 USD",26.01.2024,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
711,SV9R2A,Ölpreis WTI,"50,000 USD","115,000 USD",14.12.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
712,SV9R2B,Ölpreis WTI,"55,000 USD","110,000 USD",14.12.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
713,SV9R1E,Ölpreis Brent,"40,000 USD","120,000 USD",26.01.2024,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
714,SV9R17,Ölpreis WTI,"45,000 USD","110,000 USD",14.12.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
715,SV9R1J,Ölpreis Brent,"50,000 USD","120,000 USD",26.01.2024,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
716,SV9R15,Ölpreis WTI,"40,000 USD","110,000 USD",14.12.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
717,,,,,,,,,,,,
718,SV9R1H,Ölpreis Brent,"45,000 USD","125,000 USD",26.01.2024,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
719,SV9R1M,Ölpreis Brent,"55,000 USD","125,000 USD",26.01.2024,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
720,SV9R18,Ölpreis WTI,"45,000 USD","115,000 USD",14.12.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
721,SV9R1F,Ölpreis Brent,"40,000 USD","125,000 USD",26.01.2024,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
722,SV9R1K,Ölpreis Brent,"50,000 USD","125,000 USD",26.01.2024,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
723,SV9R2C,Ölpreis WTI,"55,000 USD","115,000 USD",14.12.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
724,SV9R16,Ölpreis WTI,"40,000 USD","115,000 USD",14.12.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
725,SW1H5C,Ölpreis Brent,"45,000 USD","125,000 USD",21.12.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
726,SW1H40,Ölpreis WTI,"40,000 USD","120,000 USD",14.12.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
727,SW1H41,Ölpreis WTI,"45,000 USD","120,000 USD",14.12.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
728,SW1H42,Ölpreis WTI,"50,000 USD","120,000 USD",14.12.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
729,SW1H43,Ölpreis WTI,"55,000 USD","120,000 USD",14.12.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
730,SW1H5D,Ölpreis Brent,"50,000 USD","125,000 USD",21.12.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
731,SW1H5E,Ölpreis Brent,"55,000 USD","125,000 USD",21.12.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
732,SW1H5F,Ölpreis Brent,"60,000 USD","125,000 USD",21.12.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
733,SW1UXR,Ölpreis Brent,"50,000 USD","130,000 USD",26.01.2024,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
734,SW1UXS,Ölpreis Brent,"55,000 USD","130,000 USD",26.01.2024,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
735,SW1UW8,Ölpreis Brent,"45,000 USD","125,000 USD",27.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
736,SW1UXG,Ölpreis Brent,"50,000 USD","130,000 USD",21.12.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
737,SW1UXA,Ölpreis Brent,"55,000 USD","125,000 USD",27.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
738,SW1UXF,Ölpreis Brent,"45,000 USD","130,000 USD",21.12.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
739,SW1UXJ,Ölpreis Brent,"60,000 USD","130,000 USD",21.12.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
740,SW1UXQ,Ölpreis Brent,"45,000 USD","130,000 USD",26.01.2024,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
741,SW1UXB,Ölpreis Brent,"60,000 USD","125,000 USD",27.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
742,SW1UW9,Ölpreis Brent,"50,000 USD","125,000 USD",27.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
743,SW1UXH,Ölpreis Brent,"55,000 USD","130,000 USD",21.12.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
744,SW1ZVL,Ölpreis WTI,"45,000 USD","125,000 USD",14.12.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
745,SW1ZVN,Ölpreis WTI,"55,000 USD","125,000 USD",14.12.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
746,SW1ZVM,Ölpreis WTI,"50,000 USD","125,000 USD",14.12.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
747,SW1ZVK,Ölpreis WTI,"40,000 USD","125,000 USD",14.12.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
748,SW15RQ,Ölpreis Brent,"55,000 USD","130,000 USD",27.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
749,SW15RN,Ölpreis Brent,"45,000 USD","130,000 USD",27.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
750,SW15RR,Ölpreis Brent,"60,000 USD","130,000 USD",27.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
751,SW15RP,Ölpreis Brent,"50,000 USD","130,000 USD",27.11.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
752,SV2ULY,Mercedes-Benz Group (Daimler),"50,000 EUR","80,000 EUR",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
753,SV2UH1,Allianz,"160,000 EUR","260,000 EUR",15.09.2023,"9,830 EUR","9,980 EUR","1,503 %",,Europäisch,Société Générale,
754,SV2UL0,Mercedes-Benz Group (Daimler),"50,000 EUR","100,000 EUR",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
755,SV2UH3,Allianz,"160,000 EUR","300,000 EUR",15.09.2023,"9,830 EUR","9,980 EUR","1,503 %",,Europäisch,Société Générale,
756,SV2ULZ,Mercedes-Benz Group (Daimler),"50,000 EUR","90,000 EUR",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
757,SV4H2C,Allianz,"170,000 EUR","250,000 EUR",15.09.2023,"9,830 EUR","9,980 EUR","1,503 %",,Europäisch,Société Générale,
758,SV4H7M,Mercedes-Benz Group (Daimler),"50,000 EUR","95,000 EUR",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
759,SV4LJ2,Siemens,"100,000 EUR","170,000 EUR",15.09.2023,"9,840 EUR","9,990 EUR","1,502 %",,Europäisch,Société Générale,
760,SV46TT,Bayer,"30,000 EUR","65,000 EUR",15.09.2023,"9,840 EUR","9,990 EUR","1,502 %",,Europäisch,Société Générale,
761,SV6DEG,Microsoft,"260,000 USD","400,000 USD",15.09.2023,"9,820 EUR","9,970 EUR","1,505 %",,Europäisch,Société Générale,
762,SV6DBJ,Apple,"130,000 USD","210,000 USD",15.09.2023,"9,830 EUR","9,980 EUR","1,503 %",,Europäisch,Société Générale,
763,SV6VKV,Microsoft,"260,000 USD","420,000 USD",15.09.2023,"9,820 EUR","9,970 EUR","1,505 %",,Europäisch,Société Générale,
764,SV9DSW,Ölpreis WTI,"55,000 USD","105,000 USD",14.12.2023,"9,830 EUR","9,980 EUR","1,503 %",,Europäisch,Société Générale,
765,SW1UXT,Ölpreis Brent,"60,000 USD","130,000 USD",26.01.2024,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
766,SV1Q61,Ölpreis WTI,"50,000 USD","95,000 USD",17.10.2023,"9,700 EUR","9,850 EUR","1,523 %",,Europäisch,Société Générale,
767,SV2J3J,NASDAQ 100,"12.000,00 Pkt.","17.000,00 Pkt.",15.09.2023,"9,830 EUR","9,980 EUR","1,50 %",,Europäisch,Société Générale,
768,SV2UH2,Allianz,"160,000 EUR","280,000 EUR",15.09.2023,"9,830 EUR","9,980 EUR","1,503 %",,Europäisch,Société Générale,
769,SV2UH5,Allianz,"180,000 EUR","260,000 EUR",15.09.2023,"9,810 EUR","9,960 EUR","1,506 %",,Europäisch,Société Générale,
770,SV4H2E,Allianz,"170,000 EUR","270,000 EUR",15.09.2023,"9,820 EUR","9,970 EUR","1,505 %",,Europäisch,Société Générale,
771,SV4H2D,Allianz,"170,000 EUR","260,000 EUR",15.09.2023,"9,820 EUR","9,970 EUR","1,505 %",,Europäisch,Société Générale,
772,SV4H26,Bayer,"35,000 EUR","70,000 EUR",15.09.2023,"9,840 EUR","9,990 EUR","1,502 %",,Europäisch,Société Générale,
773,SV4H2F,Allianz,"170,000 EUR","280,000 EUR",15.09.2023,"9,830 EUR","9,980 EUR","1,503 %",,Europäisch,Société Générale,
774,SV4H2G,Allianz,"170,000 EUR","290,000 EUR",15.09.2023,"9,830 EUR","9,980 EUR","1,503 %",,Europäisch,Société Générale,
775,SV4H7L,Mercedes-Benz Group (Daimler),"50,000 EUR","85,000 EUR",15.09.2023,"9,850 EUR","10,000 EUR","1,500 %",,Europäisch,Société Générale,
776,SV4H2J,Allianz,"180,000 EUR","270,000 EUR",15.09.2023,"9,810 EUR","9,960 EUR","1,506 %",,Europäisch,Société Générale,
777,SV4H2H,Allianz,"180,000 EUR","250,000 EUR",15.09.2023,"9,820 EUR","9,970 EUR","1,505 %",,Europäisch,Société Générale,
778,SV4R8A,Deutsche Telekom,"12,000 EUR","24,000 EUR",15.09.2023,"9,820 EUR","9,970 EUR","1,505 %",,Europäisch,Société Générale,
779,SV6DEH,Microsoft,"260,000 USD","440,000 USD",15.09.2023,"9,820 EUR","9,970 EUR","1,505 %",,Europäisch,Société Générale,
780,SV6TPK,Microsoft,"260,000 USD","380,000 USD",15.09.2023,"9,820 EUR","9,970 EUR","1,505 %",,Europäisch,Société Générale,
781,SV6TPL,Microsoft,"260,000 USD","460,000 USD",15.09.2023,"9,820 EUR","9,970 EUR","1,505 %",,Europäisch,Société Générale,
782,SV1Q53,Ölpreis Brent,"65,000 USD","105,000 USD",26.10.2023,"9,800 EUR","9,950 EUR","1,508 %",,Europäisch,Société Générale,
783,SV2UH6,Allianz,"180,000 EUR","280,000 EUR",15.09.2023,"9,810 EUR","9,960 EUR","1,506 %",,Europäisch,Société Générale,
784,SV2UH7,Allianz,"180,000 EUR","300,000 EUR",15.09.2023,"9,810 EUR","9,960 EUR","1,506 %",,Europäisch,Société Générale,
785,SV20ZK,NASDAQ 100,"12.000,00 Pkt.","17.500,00 Pkt.",15.09.2023,"9,830 EUR","9,980 EUR","1,50 %",,Europäisch,Société Générale,
786,SV23XK,Allianz,"180,000 EUR","320,000 EUR",15.09.2023,"9,810 EUR","9,960 EUR","1,506 %",,Europäisch,Société Générale,
787,SV4H2K,Allianz,"180,000 EUR","290,000 EUR",15.09.2023,"9,810 EUR","9,960 EUR","1,506 %",,Europäisch,Société Générale,
788,SV4LA5,Allianz,"180,000 EUR","310,000 EUR",15.09.2023,"9,810 EUR","9,960 EUR","1,506 %",,Europäisch,Société Générale,
789,SV4LA6,Allianz,"180,000 EUR","330,000 EUR",15.09.2023,"9,810 EUR","9,960 EUR","1,506 %",,Europäisch,Société Générale,
790,SV6DBL,Apple,"140,000 USD","220,000 USD",15.09.2023,"9,800 EUR","9,950 EUR","1,508 %",,Europäisch,Société Générale,
791,SV6DBM,Apple,"140,000 USD","240,000 USD",15.09.2023,"9,790 EUR","9,940 EUR","1,509 %",,Europäisch,Société Générale,
792,SV6TMY,Apple,"140,000 USD","250,000 USD",15.09.2023,"9,790 EUR","9,940 EUR","1,509 %",,Europäisch,Société Générale,
793,SV9HUB,Microsoft,"180,000 USD","400,000 USD",20.10.2023,"9,810 EUR","9,960 EUR","1,506 %",,Europäisch,Société Générale,
794,SV1D46,Ölpreis WTI,"60,000 USD","105,000 USD",15.11.2023,"9,810 EUR","9,960 EUR","1,506 %",,Europäisch,Société Générale,
795,SV4LJ6,Siemens,"80,000 EUR","180,000 EUR",20.10.2023,"9,800 EUR","9,950 EUR","1,508 %",,Europäisch,Société Générale,
796,SV4NBG,Bayer,"35,000 EUR","65,000 EUR",15.09.2023,"9,820 EUR","9,970 EUR","1,505 %",,Europäisch,Société Générale,
797,SV6LL8,NASDAQ 100,"10.000,00 Pkt.","17.500,00 Pkt.",20.10.2023,"9,830 EUR","9,980 EUR","1,50 %",,Europäisch,Société Générale,
798,SV6TMV,Apple,"110,000 USD","200,000 USD",15.09.2023,"9,800 EUR","9,950 EUR","1,508 %",,Europäisch,Société Générale,
799,SV6TMX,Apple,"140,000 USD","210,000 USD",15.09.2023,"9,800 EUR","9,950 EUR","1,508 %",,Europäisch,Société Générale,
800,SV6TMU,Apple,"90,000 USD","200,000 USD",15.09.2023,"9,820 EUR","9,970 EUR","1,505 %",,Europäisch,Société Générale,
801,SV7AKF,Apple,"100,000 USD","200,000 USD",15.09.2023,"9,810 EUR","9,960 EUR","1,506 %",,Europäisch,Société Générale,
802,SV9HUD,Microsoft,"200,000 USD","400,000 USD",20.10.2023,"9,810 EUR","9,960 EUR","1,506 %",,Europäisch,Société Générale,
803,SV6K2B,Mercedes-Benz Group (Daimler),"40,000 EUR","85,000 EUR",20.10.2023,"9,770 EUR","9,920 EUR","1,512 %",,Europäisch,Société Générale,
804,SV69BC,NASDAQ 100,"12.500,00 Pkt.","17.500,00 Pkt.",15.09.2023,"9,790 EUR","9,940 EUR","1,51 %",,Europäisch,Société Générale,
805,SV79NK,Apple,"100,000 USD","220,000 USD",20.10.2023,"9,790 EUR","9,940 EUR","1,509 %",,Europäisch,Société Générale,
806,SV1Q5Q,Ölpreis Brent,"55,000 USD","100,000 USD",26.10.2023,"9,690 EUR","9,840 EUR","1,524 %",,Europäisch,Société Générale,
807,SV2UJS,Bayer,"40,000 EUR","70,000 EUR",15.09.2023,"9,800 EUR","9,950 EUR","1,508 %",,Europäisch,Société Générale,
808,SV2UHY,Allianz,"120,000 EUR","240,000 EUR",15.09.2023,"9,830 EUR","9,980 EUR","1,503 %",,Europäisch,Société Générale,
809,SV4JA0,Siemens,"110,000 EUR","190,000 EUR",15.09.2023,"9,790 EUR","9,940 EUR","1,509 %",,Europäisch,Société Générale,
810,SV4LJ3,Siemens,"110,000 EUR","180,000 EUR",15.09.2023,"9,800 EUR","9,950 EUR","1,508 %",,Europäisch,Société Générale,
811,SV4LJ4,Siemens,"110,000 EUR","200,000 EUR",15.09.2023,"9,800 EUR","9,950 EUR","1,508 %",,Europäisch,Société Générale,
812,SV4NBE,BASF,"30,000 EUR","60,000 EUR",20.10.2023,"9,760 EUR","9,910 EUR","1,514 %",,Europäisch,Société Générale,
813,SV6A8V,Ölpreis WTI,"65,000 USD","105,000 USD",17.10.2023,"9,820 EUR","9,970 EUR","1,505 %",,Europäisch,Société Générale,
814,SV6CCA,NASDAQ 100,"12.500,00 Pkt.","17.000,00 Pkt.",15.09.2023,"9,790 EUR","9,940 EUR","1,51 %",,Europäisch,Société Générale,
815,SV6K39,Siemens,"80,000 EUR","170,000 EUR",20.10.2023,"9,790 EUR","9,940 EUR","1,509 %",,Europäisch,Société Générale,
816,SV6K4B,Siemens,"90,000 EUR","180,000 EUR",20.10.2023,"9,780 EUR","9,930 EUR","1,511 %",,Europäisch,Société Générale,
817,SV6K4C,Siemens,"90,000 EUR","190,000 EUR",20.10.2023,"9,780 EUR","9,930 EUR","1,511 %",,Europäisch,Société Générale,
818,,,,,,,,,,,,
819,SV6LL9,NASDAQ 100,"10.500,00 Pkt.","17.500,00 Pkt.",20.10.2023,"9,800 EUR","9,950 EUR","1,51 %",,Europäisch,Société Générale,
820,SV6PD7,BMW,"60,000 EUR","120,000 EUR",15.09.2023,"9,780 EUR","9,930 EUR","1,511 %",,Europäisch,Société Générale,
821,SV6VKB,Apple,"120,000 USD","200,000 USD",15.09.2023,"9,790 EUR","9,940 EUR","1,509 %",,Europäisch,Société Générale,
822,SV9HUF,Microsoft,"220,000 USD","400,000 USD",20.10.2023,"9,780 EUR","9,930 EUR","1,511 %",,Europäisch,Société Générale,
823,SQ82GE,Ölpreis Brent,"70,000 USD","100,000 USD",26.09.2023,"9,760 EUR","9,910 EUR","1,514 %",,Europäisch,Société Générale,
824,SV2J3H,NASDAQ 100,"12.000,00 Pkt.","16.500,00 Pkt.",15.09.2023,"9,820 EUR","9,970 EUR","1,50 %",,Europäisch,Société Générale,
825,SV4H7T,Mercedes-Benz Group (Daimler),"55,000 EUR","105,000 EUR",15.09.2023,"9,780 EUR","9,930 EUR","1,511 %",,Europäisch,Société Générale,
826,SV4H7S,Mercedes-Benz Group (Daimler),"55,000 EUR","100,000 EUR",15.09.2023,"9,780 EUR","9,930 EUR","1,511 %",,Europäisch,Société Générale,
827,SV4H7N,Mercedes-Benz Group (Daimler),"55,000 EUR","80,000 EUR",15.09.2023,"9,790 EUR","9,940 EUR","1,509 %",,Europäisch,Société Générale,
828,SV4JAZ,Siemens,"110,000 EUR","170,000 EUR",15.09.2023,"9,790 EUR","9,940 EUR","1,509 %",,Europäisch,Société Générale,
829,SV46TU,Bayer,"30,000 EUR","70,000 EUR",20.10.2023,"9,780 EUR","9,930 EUR","1,511 %",,Europäisch,Société Générale,
830,SV46TM,Allianz,"110,000 EUR","240,000 EUR",15.09.2023,"9,840 EUR","9,990 EUR","1,502 %",,Europäisch,Société Générale,
831,SV46TS,Allianz,"140,000 EUR","260,000 EUR",20.10.2023,"9,800 EUR","9,950 EUR","1,508 %",,Europäisch,Société Générale,
832,SV6KS5,BASF,"35,000 EUR","55,000 EUR",15.09.2023,"9,780 EUR","9,930 EUR","1,511 %",,Europäisch,Société Générale,
833,SV6TMW,Apple,"130,000 USD","200,000 USD",15.09.2023,"9,780 EUR","9,930 EUR","1,511 %",,Europäisch,Société Générale,
834,SV7L40,Deutsche Post,"25,000 EUR","50,000 EUR",20.10.2023,"9,730 EUR","9,880 EUR","1,518 %",,Europäisch,Société Générale,
835,SV79NL,Apple,"110,000 USD","220,000 USD",20.10.2023,"9,780 EUR","9,930 EUR","1,511 %",,Europäisch,Société Générale,
836,SW1ZVP,Ölpreis WTI,"60,000 USD","125,000 USD",14.12.2023,"9,820 EUR","9,970 EUR","1,505 %",,Europäisch,Société Générale,
837,SW15RS,Ölpreis Brent,"65,000 USD","130,000 USD",27.11.2023,"9,840 EUR","9,990 EUR","1,502 %",,Europäisch,Société Générale,
838,SV4H2T,Allianz,"190,000 EUR","310,000 EUR",15.09.2023,"9,770 EUR","9,920 EUR","1,512 %",,Europäisch,Société Générale,
839,SV4H19,Allianz,"130,000 EUR","240,000 EUR",15.09.2023,"9,820 EUR","9,970 EUR","1,505 %",,Europäisch,Société Générale,
840,SV4H2U,Allianz,"190,000 EUR","320,000 EUR",15.09.2023,"9,770 EUR","9,920 EUR","1,512 %",,Europäisch,Société Générale,
841,SV4H2Q,Allianz,"190,000 EUR","280,000 EUR",15.09.2023,"9,770 EUR","9,920 EUR","1,512 %",,Europäisch,Société Générale,
842,SV4H7R,Mercedes-Benz Group (Daimler),"55,000 EUR","95,000 EUR",15.09.2023,"9,780 EUR","9,930 EUR","1,511 %",,Europäisch,Société Générale,
843,SV4H2P,Allianz,"190,000 EUR","270,000 EUR",15.09.2023,"9,780 EUR","9,930 EUR","1,511 %",,Europäisch,Société Générale,
844,SV4H2S,Allianz,"190,000 EUR","300,000 EUR",15.09.2023,"9,770 EUR","9,920 EUR","1,512 %",,Europäisch,Société Générale,
845,SV4H2R,Allianz,"190,000 EUR","290,000 EUR",15.09.2023,"9,770 EUR","9,920 EUR","1,512 %",,Europäisch,Société Générale,
846,SV4H2N,Allianz,"190,000 EUR","260,000 EUR",15.09.2023,"9,770 EUR","9,920 EUR","1,512 %",,Europäisch,Société Générale,
847,SV4H2M,Allianz,"190,000 EUR","250,000 EUR",15.09.2023,"9,770 EUR","9,920 EUR","1,512 %",,Europäisch,Société Générale,
848,SV4H7Q,Mercedes-Benz Group (Daimler),"55,000 EUR","90,000 EUR",15.09.2023,"9,790 EUR","9,940 EUR","1,509 %",,Europäisch,Société Générale,
849,SV4H7P,Mercedes-Benz Group (Daimler),"55,000 EUR","85,000 EUR",15.09.2023,"9,780 EUR","9,930 EUR","1,511 %",,Europäisch,Société Générale,
850,SV4LA7,Allianz,"190,000 EUR","330,000 EUR",15.09.2023,"9,770 EUR","9,920 EUR","1,512 %",,Europäisch,Société Générale,
851,SV4NBH,Bayer,"40,000 EUR","65,000 EUR",15.09.2023,"9,780 EUR","9,930 EUR","1,511 %",,Europäisch,Société Générale,
852,SV4R8B,Deutsche Telekom,"14,000 EUR","24,000 EUR",15.09.2023,"9,770 EUR","9,920 EUR","1,512 %",,Europäisch,Société Générale,
853,SV6KYG,Deutsche Post,"35,000 EUR","55,000 EUR",15.09.2023,"9,770 EUR","9,920 EUR","1,512 %",,Europäisch,Société Générale,
854,SV6K2E,Mercedes-Benz Group (Daimler),"45,000 EUR","85,000 EUR",20.10.2023,"9,730 EUR","9,880 EUR","1,518 %",,Europäisch,Société Générale,
855,SV6K4A,Siemens,"90,000 EUR","170,000 EUR",20.10.2023,"9,760 EUR","9,910 EUR","1,514 %",,Europäisch,Société Générale,
856,SV6LMA,NASDAQ 100,"11.000,00 Pkt.","17.500,00 Pkt.",20.10.2023,"9,760 EUR","9,910 EUR","1,51 %",,Europäisch,Société Générale,
857,SV2UHZ,Allianz,"140,000 EUR","240,000 EUR",15.09.2023,"9,820 EUR","9,970 EUR","1,505 %",,Europäisch,Société Générale,
858,SV4H2A,Allianz,"150,000 EUR","240,000 EUR",15.09.2023,"9,800 EUR","9,950 EUR","1,508 %",,Europäisch,Société Générale,
859,SV4Q1R,Ölpreis Brent,"50,000 USD","105,000 USD",21.12.2023,"9,730 EUR","9,880 EUR","1,518 %",,Europäisch,Société Générale,
860,SV4Q07,Ölpreis Brent,"65,000 USD","125,000 USD",27.11.2023,"9,800 EUR","9,950 EUR","1,508 %",,Europäisch,Société Générale,
861,SV6KYH,Deutsche Post,"35,000 EUR","60,000 EUR",15.09.2023,"9,780 EUR","9,930 EUR","1,511 %",,Europäisch,Société Générale,
862,SV6K19,Mercedes-Benz Group (Daimler),"35,000 EUR","80,000 EUR",20.10.2023,"9,730 EUR","9,880 EUR","1,518 %",,Europäisch,Société Générale,
